,小区名称,百度经度,百度纬度
979,和谐家园,104.01552045205729,30.706561318367196
980,旭辉江山和鸣,104.05740358713781,30.697356042874134
981,绿地世纪城,104.08655387042825,30.726461867199223
982,全兴花园,104.06519180607877,30.698066686553528
983,中南樾府,104.09775996217357,30.79602282702288
984,华侨城纯水岸二期,104.03396994045177,30.720210284163198
985,旭辉江山和鸣,104.05740358713781,30.697356042874134
986,恒大曹家巷广场,104.09733802807553,30.67911645045435
987,华侨城纯水岸三期,104.03362292503326,30.725361137095557
988,华侨城纯水岸二期,104.03396994045177,30.720210284163198
989,泉水人家三期A区,104.06808596677081,30.73773145506147
990,府河苑,104.09560304081354,30.67680067403852
991,檀香花园,104.01521080614799,30.70996914360457
992,华侨城天鹅堡,104.03539914451814,30.725155238699283
993,金牛万达a组团,104.0810619000319,30.692654435850304
994,百寿路2号院,104.04235023345265,30.6767923351543
995,蓝光富丽碧蔓汀,104.09516799145507,30.69342862036998
996,华侨城纯水岸208区,104.03265500084625,30.72227688317816
997,旭辉江山和鸣,104.05740358713781,30.697356042874134
998,电建地产洺悦玺,103.9871550182909,30.734744836212062
999,黄忠二期,104.02355831009946,30.690127966968497
1000,旭辉江山和鸣,104.05740358713781,30.697356042874134
1001,恒大曹家巷广场,104.09733802807553,30.67911645045435
1002,水岸汇景,104.04138545243663,30.701488555170624
1003,北京城建龙樾熙城,104.05740358713781,30.697356042874134
1004,华侨城原岸,104.04996157514039,30.73362472333543
1005,汇融名城,104.05740358713781,30.697356042874134
1006,正成拉斐,104.00487598091681,30.724537152794277
1007,恒大曹家巷广场,104.09733802807553,30.67911645045435
1008,锦城花园,104.02935803996354,30.695318871263314
1009,二环路北四段4号院,104.10406209454663,30.69364464483597
1010,新熙门,104.0525192305884,30.690063061412012
1011,瑞安城中汇,104.09805469621138,30.698848590337068
1012,电建地产洺悦府,104.06079397179357,30.72195285222698
1013,星辉东路19号院,104.09369989255673,30.6782027378444
1014,万科金域西岭,104.02046975609507,30.716481569070016
1015,华侨城东岸,104.05005993959374,30.733616963050707
1016,中环西岸观邸,104.0182137516373,30.713031363081903
1017,锦城世家,104.05543252518781,30.68226514552694
1018,保利梧桐语,103.99766600123262,30.711210079692872
1019,华宇锦城名都,104.04796059961691,30.70746416869566
1020,中南樾府,104.09775996217357,30.79602282702288
1021,卓越云际,104.05740358713781,30.697356042874134
1022,抚琴西南路12号院,104.04389774345638,30.68237470197414
1023,蓝光云鼎,104.03413792358212,30.693622941873553
1024,解放西路22号院,104.08724977782546,30.694358327026272
1025,碧桂园城市花园,104.10254101358932,30.772605045304726
1026,金房水韵天府,104.07385775933352,30.725706964687703
1027,蓝光富丽碧蔓汀,104.09516799145507,30.69342862036998
1028,佳乐云锦阁,104.076646997942,30.729094860200814
1029,远洋朗郡,103.98645101626275,30.72134421435084
1030,佳乐云锦阁,104.076646997942,30.729094860200814
1031,蓝光花满庭一期,104.0667532407162,30.729358101181184
1032,保利梧桐语,103.99766600123262,30.711210079692872
1033,金沙别致,104.02009156947535,30.695068035537656
1034,旭辉江山和鸣,104.05740358713781,30.697356042874134
1035,西西里一期,104.02574757045784,30.70905863229692
1036,金牛万达d组团,104.08233560741448,30.693284451104617
1037,首开龙湖紫宸,104.03919295817843,30.70579189778465
1038,金牛万达c组团,104.08097835761946,30.69485648214672
1039,佳乐云锦阁,104.076646997942,30.729094860200814
1040,一品荷花,104.08716705376935,30.702469935559943
1041,西西里一期,104.02574757045784,30.70905863229692
1042,绿地世纪城,104.08655387042825,30.726461867199223
1043,万科国宾润园,104.01016744952332,30.723094600467807
1044,汇融名城,104.05740358713781,30.697356042874134
1045,华侨城原岸,104.04996157514039,30.73362472333543
1046,西城上域,104.01509115185407,30.730257942150192
1047,瑞升城北橡树林,104.0915614744936,30.69221485897639
1048,文华路14号院,104.04152927114878,30.680425882897413
1049,人和逸景,104.04684661095399,30.69187263665468
1050,远洋朗郡,103.98645101626275,30.72134421435084
1051,金牛万达d组团,104.08233560741448,30.693284451104617
1052,金域港湾,104.01996014737925,30.70030004825778
1053,卓越云际,104.05740358713781,30.697356042874134
1054,华侨城纯水岸208区,104.03265500084625,30.72227688317816
1055,马鞍东路社区,104.09926264763065,30.682784508747883
1056,西城星座,104.01188375203068,30.71014030013177
1057,华侨城东岸,104.05005993959374,30.733616963050707
1058,远洋朗郡,103.98645101626275,30.72134421435084
1059,金牛花园,103.99811488449595,30.71575709126217
1060,红旗巷5号院,104.09531780006836,30.700075024739494
1061,飞大壹号广场,104.08840096621785,30.687229533773646
1062,保利国宾首府,104.00729987867437,30.72286386147507
1063,成华街9号院,104.08376912334731,30.687245372445233
1064,站北苑,104.05521172169347,30.708595688692032
1065,一品荷花,104.08716705376935,30.702469935559943
1066,华侨城原岸,104.04996157514039,30.73362472333543
1067,汇融名城,104.05740358713781,30.697356042874134
1068,华侨城东岸,104.05005993959374,30.733616963050707
1069,西西里二期,104.02586812305726,30.707751765602286
1070,中南樾府,104.09775996217357,30.79602282702288
1071,府河苑,104.09560304081354,30.67680067403852
1072,恒大曹家巷广场,104.09733802807553,30.67911645045435
1073,书香门第,104.06818810410729,30.688360051186525
1074,润泽园一期,104.09625296485004,30.70034608279817
1075,万科金域西岭,104.02046975609507,30.716481569070016
1076,西西里二期,104.02586812305726,30.707751765602286
1077,西西里二期,104.02586812305726,30.707751765602286
1078,金地嘉年华城,104.01480100546249,30.702326957091405
1079,恒大西锦城,104.01731643426338,30.714818304524716
1080,汇融名城,104.05740358713781,30.697356042874134
1081,三和花园,104.02446101730644,30.6936689019956
1082,和谐家园,104.01552045205729,30.706561318367196
1083,中环西岸观邸,104.0182137516373,30.713031363081903
1084,华侨城纯水岸一期,104.03469496282887,30.72329584663474
1085,中南樾府,104.09775996217357,30.79602282702288
1086,华侨城东岸,104.05005993959374,30.733616963050707
1087,金牛万达a组团,104.0810619000319,30.692654435850304
1088,解放西路22号院,104.08724977782546,30.694358327026272
1089,中南樾府,104.09775996217357,30.79602282702288
1090,西锦国际一期,104.05314903258144,30.687181707180784
1091,恒大西锦城,104.01731643426338,30.714818304524716
1092,金牛花园,103.99811488449595,30.71575709126217
1093,金琴路164号院,104.04205847100945,30.684532149303298
1094,华侨城原岸,104.04996157514039,30.73362472333543
1095,金牛状元府邸,104.02906968389483,30.691918908165462
1096,保利梧桐语,103.99766600123262,30.711210079692872
1097,西线阳光,104.0006939196151,30.716045905069038
1098,福祥家园瑞康苑,104.0240068340406,30.703195368071533
1099,德商新希望·国宾锦麟天玺,104.03150346301301,30.705772103287163
1100,中南樾府,104.09775996217357,30.79602282702288
1101,华侨城纯水岸三期,104.03362292503326,30.725361137095557
1102,黄忠二期惠民苑,104.02267204188333,30.69041755701243
1103,瑞安城中汇,104.09805469621138,30.698848590337068
1104,旭辉江山和鸣,104.05740358713781,30.697356042874134
1105,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1106,万科金域西岭,104.02046975609507,30.716481569070016
1107,西线阳光,104.0006939196151,30.716045905069038
1108,电建地产洺悦玺,103.9871550182909,30.734744836212062
1109,高家庄赞城,104.05740358713781,30.697356042874134
1110,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1111,华侨城纯水岸一期,104.03469496282887,30.72329584663474
1112,万通金牛新都会,104.03191111405346,30.710327213576146
1113,远洋朗郡,103.98645101626275,30.72134421435084
1114,万科国宾润园,104.01016744952332,30.723094600467807
1115,抚琴西路南一巷1号院,104.04526356218767,30.683087085167628
1116,绿地世纪城,104.08655387042825,30.726461867199223
1117,保利梧桐语,103.99766600123262,30.711210079692872
1118,瑞安城中汇,104.09805469621138,30.698848590337068
1119,金牛万达c组团,104.08097835761946,30.69485648214672
1120,北星城,104.09719744326321,30.77554680711815
1121,金牛万达a组团,104.0810619000319,30.692654435850304
1122,瑞安城中汇,104.09805469621138,30.698848590337068
1123,营和街66号院,104.04333306861282,30.68965771123969
1124,中加水岸,104.05055445677696,30.72565124120615
1125,华侨城原岸,104.04996157514039,30.73362472333543
1126,金地嘉年华城,104.01480100546249,30.702326957091405
1127,金沙御苑,104.02063459515614,30.693158991836178
1128,绿地世纪城,104.08655387042825,30.726461867199223
1129,中南樾府,104.09775996217357,30.79602282702288
1130,万科锦西润园,104.00130476736189,30.71503183177756
1131,正成拉斐,104.00487598091681,30.724537152794277
1132,金沙美邻一期,104.02284316908298,30.694811609477355
1133,天悦城,104.06244038613225,30.730319948990278
1134,万科锦西润园,104.00130476736189,30.71503183177756
1135,金地嘉年华城,104.01480100546249,30.702326957091405
1136,蜀通街10号院,104.03434004232187,30.690665842898376
1137,文华路14号院,104.04152927114878,30.680425882897413
1138,金牛花园,103.99811488449595,30.71575709126217
1139,首开龙湖紫宸,104.03919295817843,30.70579189778465
1140,保利学府城,104.01142247215132,30.731984185108047
1141,檀香花园,104.01521080614799,30.70996914360457
1142,蓝光富丽碧蔓汀,104.09516799145507,30.69342862036998
1143,远洋朗郡,103.98645101626275,30.72134421435084
1144,金沙国际花园,104.01587959460018,30.693468990830727
1145,远洋朗郡,103.98645101626275,30.72134421435084
1146,正成拉斐,104.00487598091681,30.724537152794277
1147,保利公园里,104.05740358713781,30.697356042874134
1148,金牛花园,103.99811488449595,30.71575709126217
1149,德商新希望·国宾锦麟天玺,104.03150346301301,30.705772103287163
1150,绿地世纪城,104.08655387042825,30.726461867199223
1151,龙湖北城天街一期,104.07253707057275,30.71549676223937
1152,新桥逸景C区,104.0527080544066,30.72026864968715
1153,中环西岸观邸,104.0182137516373,30.713031363081903
1154,瑞安城中汇,104.09805469621138,30.698848590337068
1155,蓝光富丽城,104.0892465411944,30.701289048511192
1156,华欣园,104.09219918157514,30.682538454076838
1157,两河锦地,104.00052422970425,30.711763593929913
1158,绿杨新邨,104.02247109094074,30.69615125919485
1159,金牛万达d组团,104.08233560741448,30.693284451104617
1160,抚琴西南街45号院,104.04372302303469,30.686021361486898
1161,凤栖桐,104.05740358713781,30.697356042874134
1162,龙湖北城天街一期,104.07253707057275,30.71549676223937
1163,中南樾府,104.09775996217357,30.79602282702288
1164,旭辉江山和鸣,104.05740358713781,30.697356042874134
1165,瑞安城中汇,104.09805469621138,30.698848590337068
1166,华侨城天鹅堡,104.03539914451814,30.725155238699283
1167,正成拉斐,104.00487598091681,30.724537152794277
1168,中南樾府,104.09775996217357,30.79602282702288
1169,碧桂园城市花园,104.10254101358932,30.772605045304726
1170,中南樾府,104.09775996217357,30.79602282702288
1171,德意馨苑,104.0158459979741,30.701653206072645
1172,佳乐云锦阁,104.076646997942,30.729094860200814
1173,星辉西路8号院,104.08251697529694,30.684953862065715
1174,西城星座,104.01188375203068,30.71014030013177
1175,明阳家在回廊,104.01584060814105,30.705692149000654
1176,同兴小区,104.02656089626656,30.69274798736135
1177,中南樾府,104.09775996217357,30.79602282702288
1178,卓越云际,104.05740358713781,30.697356042874134
1179,华侨城原岸,104.04996157514039,30.73362472333543
1180,华侨城原岸,104.04996157514039,30.73362472333543
1181,华宇锦城名都,104.04796059961691,30.70746416869566
1182,尚锦城,104.08931759716025,30.695376242758922
1183,高家庄赞城,104.05740358713781,30.697356042874134
1184,两河锦地,104.00052422970425,30.711763593929913
1185,恒大曹家巷广场,104.09733802807553,30.67911645045435
1186,金地嘉年华城,104.01480100546249,30.702326957091405
1187,金牛万达a组团,104.0810619000319,30.692654435850304
1188,金牛万达b组团,104.0810619000319,30.692654435850304
1189,华侨城东岸,104.05005993959374,30.733616963050707
1190,城市绿舟花园,104.0412067794707,30.712220855900686
1191,万科锦西润园,104.00130476736189,30.71503183177756
1192,中南樾府,104.09775996217357,30.79602282702288
1193,华侨城东岸,104.05005993959374,30.733616963050707
1194,阳曦芙蓉城,104.02292401657887,30.704715226415807
1195,旭辉江山和鸣,104.05740358713781,30.697356042874134
1196,欣民苑,104.02463483942263,30.68973441812702
1197,保利梧桐语,103.99766600123262,30.711210079692872
1198,远洋朗郡,103.98645101626275,30.72134421435084
1199,燕宇康品,104.04400491130373,30.684641583815882
1200,佳乐云锦阁,104.076646997942,30.729094860200814
1201,绿地世纪城,104.08655387042825,30.726461867199223
1202,金牛万达b组团,104.0810619000319,30.692654435850304
1203,西城天下,104.02098655125495,30.700217993381198
1204,华侨城纯水岸三期,104.03362292503326,30.725361137095557
1205,炎华置信花千集,104.07305700980191,30.69215585521525
1206,明阳家在回廊,104.01584060814105,30.705692149000654
1207,保利梧桐语,103.99766600123262,30.711210079692872
1208,西西里二期,104.02586812305726,30.707751765602286
1209,曹家巷恒大雅苑,104.09413934181559,30.680658976142567
1210,东原亲亲里,104.01047170559956,30.727194723049468
1211,华侨城东岸,104.05005993959374,30.733616963050707
1212,华侨城东岸,104.05005993959374,30.733616963050707
1213,金地嘉年华城,104.01480100546249,30.702326957091405
1214,万科加州湾,104.05055706186296,30.69863999530499
1215,龙湖西宸原著公寓,104.02404016117501,30.71033156039609
1216,一环路北三段2号院,104.08393236252628,30.690361731573482
1217,金牛万达d组团,104.08233560741448,30.693284451104617
1218,龙湖北城天街一期,104.07253707057275,30.71549676223937
1219,金色阳光,104.0837559182563,30.700225523491074
1220,金域港湾,104.01996014737925,30.70030004825778
1221,阳光金沙,104.01786853282982,30.696546644803878
1222,龙湖北城天街一期,104.07253707057275,30.71549676223937
1223,欣民苑,104.02463483942263,30.68973441812702
1224,中环西岸观邸,104.0182137516373,30.713031363081903
1225,华侨城纯水岸三期,104.03362292503326,30.725361137095557
1226,中环西岸观邸,104.0182137516373,30.713031363081903
1227,国宾时光汇,104.01383837498985,30.729809148012567
1228,北京城建龙樾熙城,104.05740358713781,30.697356042874134
1229,恒大曹家巷广场,104.09733802807553,30.67911645045435
1230,一环路北四段110号院,104.09695422255486,30.684751857907557
1231,和谐家园,104.01552045205729,30.706561318367196
1232,熙城国际,104.0495895868287,30.689193819591946
1233,中南樾府,104.09775996217357,30.79602282702288
1234,和谐家园,104.01552045205729,30.706561318367196
1235,龙湖上城,104.07880104472437,30.688633885787453
1236,红旗巷5号院,104.09531780006836,30.700075024739494
1237,城市绿舟花园,104.0412067794707,30.712220855900686
1238,智慧康城,104.05310618340862,30.71537505778964
1239,远洋朗郡,103.98645101626275,30.72134421435084
1240,迪康银色诗典,104.0838668589868,30.68999768998162
1241,汇融名城,104.05740358713781,30.697356042874134
1242,华侨城东岸,104.05005993959374,30.733616963050707
1243,中南樾府,104.09775996217357,30.79602282702288
1244,一环路北三段2号院,104.08393236252628,30.690361731573482
1245,华侨城东岸,104.05005993959374,30.733616963050707
1246,万科锦西润园,104.00130476736189,30.71503183177756
1247,水岸汇景,104.04138545243663,30.701488555170624
1248,瑞安城中汇,104.09805469621138,30.698848590337068
1249,高家庄赞城,104.05740358713781,30.697356042874134
1250,悦民苑,104.02589102984778,30.69130487718249
1251,华侨城东岸,104.05005993959374,30.733616963050707
1252,绿地世纪城,104.08655387042825,30.726461867199223
1253,金地嘉年华城,104.01480100546249,30.702326957091405
1254,协和花苑,104.06255402177926,30.7103687412228
1255,恒大曹家巷广场,104.09733802807553,30.67911645045435
1256,凯瑞花都,104.04524205765208,30.69133337004645
1257,撷英卉苑,104.05740358713781,30.697356042874134
1258,恒大西锦城,104.01731643426338,30.714818304524716
1259,凯瑞花都,104.04524205765208,30.69133337004645
1260,水晶花园,104.08370246907847,30.682834045711424
1261,营康西路29号院,104.03953170918625,30.69456543049595
1262,卓越云际,104.05740358713781,30.697356042874134
1263,曹家巷恒大雅苑,104.09413934181559,30.680658976142567
1264,北京城建龙樾熙城,104.05740358713781,30.697356042874134
1265,华侨城原岸,104.04996157514039,30.73362472333543
1266,飞大壹号广场,104.08840096621785,30.687229533773646
1267,龙湖北城天街一期,104.07253707057275,30.71549676223937
1268,蓝光富丽碧蔓汀,104.09516799145507,30.69342862036998
1269,福祥家园瑞祥苑,104.02724693218454,30.70319428128537
1270,华侨城原岸,104.04996157514039,30.73362472333543
1271,龙湖上城,104.07880104472437,30.688633885787453
1272,福林公寓,104.08001196055183,30.685194863776925
1273,西城公馆,104.03481300017287,30.702389900881233
1274,蓝光云鼎,104.03413792358212,30.693622941873553
1275,中南樾府,104.09775996217357,30.79602282702288
1276,和睦人家三期,104.04481203880444,30.705766669502825
1277,蓝光富丽城,104.0892465411944,30.701289048511192
1278,金沙国际花园,104.01587959460018,30.693468990830727
1279,檀香花园,104.01521080614799,30.70996914360457
1280,飞大壹号广场,104.08840096621785,30.687229533773646
1281,华侨城东岸,104.05005993959374,30.733616963050707
1282,德意馨苑,104.0158459979741,30.701653206072645
1283,金房水韵天府,104.07385775933352,30.725706964687703
1284,中环西岸观邸,104.0182137516373,30.713031363081903
1285,恒大曹家巷广场公寓,104.04517468473883,30.701570919471557
1286,曹家巷恒大雅苑,104.09413934181559,30.680658976142567
1287,瑞安城中汇,104.09805469621138,30.698848590337068
1288,水晶花园,104.08370246907847,30.682834045711424
1289,金房水韵天府,104.07385775933352,30.725706964687703
1290,中南樾府,104.09775996217357,30.79602282702288
1291,德商新希望·国宾锦麟天玺,104.03150346301301,30.705772103287163
1292,龙湖北城天街一期,104.07253707057275,30.71549676223937
1293,华侨城东岸,104.05005993959374,30.733616963050707
1294,龙湖源著,103.98673991131476,30.71916055239091
1295,万科金域西岭,104.02046975609507,30.716481569070016
1296,西线阳光,104.0006939196151,30.716045905069038
1297,阳曦芙蓉城,104.02292401657887,30.704715226415807
1298,九里西苑A区,104.05755809568552,30.713724425871174
1299,佳乐云锦阁,104.076646997942,30.729094860200814
1300,恒大曹家巷广场,104.09733802807553,30.67911645045435
1301,佳乐云锦阁,104.076646997942,30.729094860200814
1302,龙湖源著,103.98673991131476,30.71916055239091
1303,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1304,飞大壹号广场,104.08840096621785,30.687229533773646
1305,金都花园,104.01938100981697,30.697944105942128
1306,首开龙湖紫宸,104.03919295817843,30.70579189778465
1307,中南樾府,104.09775996217357,30.79602282702288
1308,飞大壹号广场,104.08840096621785,30.687229533773646
1309,阳曦芙蓉城,104.02292401657887,30.704715226415807
1310,金牛万达c组团,104.08097835761946,30.69485648214672
1311,恒大曹家巷广场,104.09733802807553,30.67911645045435
1312,佳乐云锦阁,104.076646997942,30.729094860200814
1313,中南樾府,104.09775996217357,30.79602282702288
1314,金牛万达a组团,104.0810619000319,30.692654435850304
1315,恒大曹家巷广场,104.09733802807553,30.67911645045435
1316,锦西雅苑,104.04649097180258,30.699184887732784
1317,同兴小区,104.02656089626656,30.69274798736135
1318,恒大曹家巷广场,104.09733802807553,30.67911645045435
1319,西西里一期,104.02574757045784,30.70905863229692
1320,百佳庭院,104.08648020937643,30.690070359407404
1321,青房尚瑞天韵,104.00934028980973,30.706790466640694
1322,九里堤公交苑,104.0534779920592,30.71799244542731
1323,蓝光花满庭一期,104.0667532407162,30.729358101181184
1324,汇融名城,104.05740358713781,30.697356042874134
1325,尚锦城,104.08931759716025,30.695376242758922
1326,兴元花园,104.04663371254813,30.69052989908012
1327,华侨城原岸,104.04996157514039,30.73362472333543
1328,远洋朗郡,103.98645101626275,30.72134421435084
1329,府河苑,104.09560304081354,30.67680067403852
1330,润泽园二期,104.09723705853621,30.7001499894755
1331,恒大曹家巷广场,104.09733802807553,30.67911645045435
1332,金鱼街60号院,104.04739619426499,30.68927231254616
1333,中南樾府,104.09775996217357,30.79602282702288
1334,和谐家园,104.01552045205729,30.706561318367196
1335,旭辉江山和鸣,104.05740358713781,30.697356042874134
1336,瑞安城中汇,104.09805469621138,30.698848590337068
1337,恒大曹家巷广场,104.09733802807553,30.67911645045435
1338,首开龙湖紫宸,104.03919295817843,30.70579189778465
1339,书香门第,104.06818810410729,30.688360051186525
1340,蓝光富丽碧蔓汀,104.09516799145507,30.69342862036998
1341,恒大曹家巷广场,104.09733802807553,30.67911645045435
1342,华侨城东岸,104.05005993959374,30.733616963050707
1343,金科苑中街103号院,103.99268834218142,30.715790426055097
1344,佳乐云锦阁,104.076646997942,30.729094860200814
1345,华侨城东岸,104.05005993959374,30.733616963050707
1346,华侨城东岸,104.05005993959374,30.733616963050707
1347,佳乐云锦阁,104.076646997942,30.729094860200814
1348,福祥家园瑞福苑,104.0259789739572,30.704258860030016
1349,华西园,104.09362964326924,30.68346886195643
1350,中环西岸观邸,104.0182137516373,30.713031363081903
1351,恒大西锦城,104.01731643426338,30.714818304524716
1352,星辉西路8号院,104.08251697529694,30.684953862065715
1353,禾嘉利好,104.09089951316331,30.70187747551522
1354,龙湖北城天街一期,104.07253707057275,30.71549676223937
1355,新桥逸景B区,104.05172440987317,30.721725758262867
1356,蓝光花满庭一期,104.0667532407162,30.729358101181184
1357,金都花园,104.01938100981697,30.697944105942128
1358,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1359,飞大壹号广场,104.08840096621785,30.687229533773646
1360,高家庄赞城,104.05740358713781,30.697356042874134
1361,旭辉江山和鸣,104.05740358713781,30.697356042874134
1362,德商新希望·国宾锦麟天玺,104.03150346301301,30.705772103287163
1363,香山苑,104.09396839427706,30.69670998446406
1364,香山苑,104.09396839427706,30.69670998446406
1365,远洋朗郡,103.98645101626275,30.72134421435084
1366,和谐家园,104.01552045205729,30.706561318367196
1367,西西里二期,104.02586812305726,30.707751765602286
1368,旭辉江山和鸣,104.05740358713781,30.697356042874134
1369,成勘苑,104.05740358713781,30.697356042874134
1370,远洋朗郡,103.98645101626275,30.72134421435084
1371,明阳家在回廊,104.01584060814105,30.705692149000654
1372,马鞍北路8号院,104.09294650438653,30.682625027502844
1373,成勘苑,104.05740358713781,30.697356042874134
1374,千和馨城,104.02102419025582,30.697426533001124
1375,中南樾府,104.09775996217357,30.79602282702288
1376,百寿路7号院,104.04547741369568,30.677690294755
1377,抚琴西南路12号院,104.04389774345638,30.68237470197414
1378,欣园二期,104.05099220105198,30.70959321914408
1379,唯特郡,104.03137805956382,30.69328064695843
1380,金地嘉年华城,104.01480100546249,30.702326957091405
1381,恒大曹家巷广场,104.09733802807553,30.67911645045435
1382,一品荷花,104.08716705376935,30.702469935559943
1383,二环路北四段4号院,104.10406209454663,30.69364464483597
1384,恒大曹家巷广场,104.09733802807553,30.67911645045435
1385,保利梧桐语,103.99766600123262,30.711210079692872
1386,红旗巷5号院,104.09531780006836,30.700075024739494
1387,智慧康城,104.05310618340862,30.71537505778964
1388,百寿路9号院,104.04235023345265,30.6767923351543
1389,北站东二路11号院,104.08501507308964,30.69333142065222
1390,曹家巷恒大雅苑,104.09413934181559,30.680658976142567
1391,恒大曹家巷广场,104.09733802807553,30.67911645045435
1392,香山苑,104.09396839427706,30.69670998446406
1393,保利两河森林别墅,103.97643185558776,30.724758031265644
1394,华欣园,104.09219918157514,30.682538454076838
1395,青房尚瑞天韵,104.00934028980973,30.706790466640694
1396,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1397,白鸽岛尚,104.00222166779592,30.713962017411085
1398,中南樾府,104.09775996217357,30.79602282702288
1399,黄忠四期,104.02459082245264,30.689692648594786
1400,保利公园里,104.05740358713781,30.697356042874134
1401,新桥逸景B区,104.05172440987317,30.721725758262867
1402,青羊小区(成都),104.05143228092133,30.689534964564164
1403,欣园二期,104.05099220105198,30.70959321914408
1404,瑞安城中汇,104.09805469621138,30.698848590337068
1405,西城天下,104.02098655125495,30.700217993381198
1406,单飞鑫雅苑,104.05515926065168,30.685540138043464
1407,北星城,104.09719744326321,30.77554680711815
1408,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1409,尚锦城,104.08931759716025,30.695376242758922
1410,花照壁小区,104.04032949430965,30.707502670248086
1411,蜀通街10号院,104.03434004232187,30.690665842898376
1412,蜀通街10号院,104.03434004232187,30.690665842898376
1413,紫金乐章,104.09467904376599,30.699191874508223
1414,嘉寓天幕,104.05740358713781,30.697356042874134
1415,恒大曹家巷广场,104.09733802807553,30.67911645045435
1416,和睦人家一期,104.04693590252168,30.698775228905806
1417,金牛万达b组团,104.0810619000319,30.692654435850304
1418,蓝光富丽碧蔓汀,104.09516799145507,30.69342862036998
1419,龙门镇,104.05740358713781,30.697356042874134
1420,中南樾府,104.09775996217357,30.79602282702288
1421,电建地产洺悦府,104.06079397179357,30.72195285222698
1422,马鞍东路社区,104.09926264763065,30.682784508747883
1423,德商新希望·国宾锦麟天玺,104.03150346301301,30.705772103287163
1424,欣园二期,104.05099220105198,30.70959321914408
1425,保利国宾首府,104.00729987867437,30.72286386147507
1426,德商新希望·国宾锦麟天玺,104.03150346301301,30.705772103287163
1427,龙湖北城天街一期,104.07253707057275,30.71549676223937
1428,香山苑,104.09396839427706,30.69670998446406
1429,卓越云际,104.05740358713781,30.697356042874134
1430,华夏之家,104.02674900144036,30.693759735279915
1431,保利两河森林别墅,103.97643185558776,30.724758031265644
1432,恒大曹家巷广场,104.09733802807553,30.67911645045435
1433,马鞍东路社区,104.09926264763065,30.682784508747883
1434,阳曦芙蓉城,104.02292401657887,30.704715226415807
1435,黄忠一期,104.02461714280408,30.691713869303896
1436,平福巷2号院,104.094645638479,30.69241121026587
1437,锦泰世家,104.08945719383648,30.69637266912682
1438,中环西岸观邸,104.0182137516373,30.713031363081903
1439,万科锦西润园,104.00130476736189,30.71503183177756
1440,绿地世纪城,104.08655387042825,30.726461867199223
1441,中南樾府,104.09775996217357,30.79602282702288
1442,成都N8天幕,104.06356219005312,30.701498181162336
1443,成勘苑,104.05740358713781,30.697356042874134
1444,高家庄赞城,104.05740358713781,30.697356042874134
1445,龙湖北城天街一期,104.07253707057275,30.71549676223937
1446,绿地世纪城,104.08655387042825,30.726461867199223
1447,电建地产洺悦玺,103.9871550182909,30.734744836212062
1448,中南樾府,104.09775996217357,30.79602282702288
1449,华侨城纯水岸二期,104.03396994045177,30.720210284163198
1450,府青路一段34号院,104.09988271917841,30.680492801603688
1451,阳曦芙蓉城,104.02292401657887,30.704715226415807
1452,檀香花园,104.01521080614799,30.70996914360457
1453,平福路92号院,104.09587603585804,30.688863853451295
1454,锦泰世家,104.08945719383648,30.69637266912682
1455,平景苑西区,104.05740358713781,30.697356042874134
1456,恒大曹家巷广场,104.09733802807553,30.67911645045435
1457,金沙御苑,104.02063459515614,30.693158991836178
1458,蓝光花满庭一期,104.0667532407162,30.729358101181184
1459,旭辉江山和鸣,104.05740358713781,30.697356042874134
1460,金地嘉年华城,104.01480100546249,30.702326957091405
1461,华侨城原岸,104.04996157514039,30.73362472333543
1462,中环西岸观邸,104.0182137516373,30.713031363081903
1463,高家庄赞城,104.05740358713781,30.697356042874134
1464,金地嘉年华城,104.01480100546249,30.702326957091405
1465,炎华置信花千集,104.07305700980191,30.69215585521525
1466,恒大曹家巷广场,104.09733802807553,30.67911645045435
1467,华侨城原岸,104.04996157514039,30.73362472333543
1468,瑞安城中汇,104.09805469621138,30.698848590337068
1469,恒大曹家巷广场,104.09733802807553,30.67911645045435
1470,凯瑞花都,104.04524205765208,30.69133337004645
1471,华侨城原岸,104.04996157514039,30.73362472333543
1472,保利天汇,104.09765468076779,30.777734840629613
1473,西城天下,104.02098655125495,30.700217993381198
1474,金盾苑,104.01244636077159,30.726667607559715
1475,保利梧桐语,103.99766600123262,30.711210079692872
1476,金地嘉年华城,104.01480100546249,30.702326957091405
1477,智慧康城,104.05310618340862,30.71537505778964
1478,凯瑞花都,104.04524205765208,30.69133337004645
1479,中环西岸观邸,104.0182137516373,30.713031363081903
1480,绿地世纪城,104.08655387042825,30.726461867199223
1481,翡翠海湾,104.01328474930406,30.709305394914598
1482,卓越云际,104.05740358713781,30.697356042874134
1483,华侨城原岸,104.04996157514039,30.73362472333543
1484,保利梧桐语,103.99766600123262,30.711210079692872
1485,迪康银色诗典,104.0838668589868,30.68999768998162
1486,汇融名城,104.05740358713781,30.697356042874134
1487,华侨城东岸,104.05005993959374,30.733616963050707
1488,电建地产洺悦府,104.06079397179357,30.72195285222698
